reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_source_material	library_source_molecule
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20084d9c-9085-11ef-95e2-3bfd4a41887b	dg.4DFC/20084d9c-9085-11ef-95e2-3bfd4a41887b		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2008819a-9085-11ef-948c-7f31e72ea915	dg.4DFC/2008819a-9085-11ef-948c-7f31e72ea915		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2008b534-9085-11ef-8ea6-3f9a52aeb837	dg.4DFC/2008b534-9085-11ef-8ea6-3f9a52aeb837		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2008ea7c-9085-11ef-8c30-fb5c1fa28a52	dg.4DFC/2008ea7c-9085-11ef-8c30-fb5c1fa28a52		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20091f10-9085-11ef-8f98-efb4be9fc996	dg.4DFC/20091f10-9085-11ef-8f98-efb4be9fc996		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200952b4-9085-11ef-8d73-af420778565d	dg.4DFC/200952b4-9085-11ef-8d73-af420778565d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200989f0-9085-11ef-8106-27cd33221c49	dg.4DFC/200989f0-9085-11ef-8106-27cd33221c49		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2009be16-9085-11ef-8efc-e36913f85ccc	dg.4DFC/2009be16-9085-11ef-8efc-e36913f85ccc		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2009f246-9085-11ef-a856-0733ae12817d	dg.4DFC/2009f246-9085-11ef-a856-0733ae12817d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200a269e-9085-11ef-8f31-dfb8b3853412	dg.4DFC/200a269e-9085-11ef-8f31-dfb8b3853412		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200a5a1a-9085-11ef-b9bf-0fcede935842	dg.4DFC/200a5a1a-9085-11ef-b9bf-0fcede935842		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200a8da0-9085-11ef-8618-879bc47979cb	dg.4DFC/200a8da0-9085-11ef-8618-879bc47979cb		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200ac57c-9085-11ef-a9fa-ffba7b8c7928	dg.4DFC/200ac57c-9085-11ef-a9fa-ffba7b8c7928		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200af966-9085-11ef-b926-1786aadbd709	dg.4DFC/200af966-9085-11ef-b926-1786aadbd709		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200b2daa-9085-11ef-838d-bb8bf95d888e	dg.4DFC/200b2daa-9085-11ef-838d-bb8bf95d888e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200b61e4-9085-11ef-9c1b-43c3a1167e7e	dg.4DFC/200b61e4-9085-11ef-9c1b-43c3a1167e7e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200b9646-9085-11ef-9e40-b7ad5f74260d	dg.4DFC/200b9646-9085-11ef-9e40-b7ad5f74260d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200bca12-9085-11ef-a14b-4b8c5a9872eb	dg.4DFC/200bca12-9085-11ef-a14b-4b8c5a9872eb		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200c0180-9085-11ef-ada9-176307248581	dg.4DFC/200c0180-9085-11ef-ada9-176307248581		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200c36dc-9085-11ef-beb7-a7a2685bb3da	dg.4DFC/200c36dc-9085-11ef-beb7-a7a2685bb3da		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200c6a6c-9085-11ef-ad19-6b3e7f02f840	dg.4DFC/200c6a6c-9085-11ef-ad19-6b3e7f02f840		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200ca162-9085-11ef-ba9a-435cf506e5a2	dg.4DFC/200ca162-9085-11ef-ba9a-435cf506e5a2		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200cd54c-9085-11ef-b3cf-2f420ff89c0d	dg.4DFC/200cd54c-9085-11ef-b3cf-2f420ff89c0d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200d0940-9085-11ef-a21e-fb5e88857ba8	dg.4DFC/200d0940-9085-11ef-a21e-fb5e88857ba8		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200d3e4c-9085-11ef-a900-3fcd39f2c43a	dg.4DFC/200d3e4c-9085-11ef-a900-3fcd39f2c43a		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200d7254-9085-11ef-a9ca-c356e77dcb5d	dg.4DFC/200d7254-9085-11ef-a9ca-c356e77dcb5d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200da60c-9085-11ef-89c6-87f9617c61f2	dg.4DFC/200da60c-9085-11ef-89c6-87f9617c61f2		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200ddbd6-9085-11ef-b0c1-0bc5e6beb841	dg.4DFC/200ddbd6-9085-11ef-b0c1-0bc5e6beb841		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200e111e-9085-11ef-bb78-333e9cd81b76	dg.4DFC/200e111e-9085-11ef-bb78-333e9cd81b76		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200e447c-9085-11ef-aab7-8f650bbffa02	dg.4DFC/200e447c-9085-11ef-aab7-8f650bbffa02		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200e791a-9085-11ef-a4aa-fbaa10c0ebd9	dg.4DFC/200e791a-9085-11ef-a4aa-fbaa10c0ebd9		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200ead40-9085-11ef-afc0-7f6ca77402bc	dg.4DFC/200ead40-9085-11ef-afc0-7f6ca77402bc		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200ee08a-9085-11ef-8b6e-a777eb2a9270	dg.4DFC/200ee08a-9085-11ef-8b6e-a777eb2a9270		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200f1578-9085-11ef-b38a-5fa80599f74d	dg.4DFC/200f1578-9085-11ef-b38a-5fa80599f74d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200f4a52-9085-11ef-8b39-93f83aa5ed8c	dg.4DFC/200f4a52-9085-11ef-8b39-93f83aa5ed8c		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200f7e5a-9085-11ef-9d3b-77cce891e74b	dg.4DFC/200f7e5a-9085-11ef-9d3b-77cce891e74b		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200fb24e-9085-11ef-be44-1faaf565e0a6	dg.4DFC/200fb24e-9085-11ef-be44-1faaf565e0a6		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/200fe610-9085-11ef-aac9-17b065982bc4	dg.4DFC/200fe610-9085-11ef-aac9-17b065982bc4		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2010193c-9085-11ef-b132-c3595ba9fdf5	dg.4DFC/2010193c-9085-11ef-b132-c3595ba9fdf5		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2010521c-9085-11ef-b32d-8fef5b5c205e	dg.4DFC/2010521c-9085-11ef-b32d-8fef5b5c205e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201085f2-9085-11ef-82a2-af4b593ef679	dg.4DFC/201085f2-9085-11ef-82a2-af4b593ef679		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2010b978-9085-11ef-a2ad-7370abd03697	dg.4DFC/2010b978-9085-11ef-a2ad-7370abd03697		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2010ef56-9085-11ef-8660-6b452467de3e	dg.4DFC/2010ef56-9085-11ef-8660-6b452467de3e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20112250-9085-11ef-8da6-0ffd3594e4ec	dg.4DFC/20112250-9085-11ef-8da6-0ffd3594e4ec		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20115554-9085-11ef-bd6b-db8cb04e916e	dg.4DFC/20115554-9085-11ef-bd6b-db8cb04e916e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20118b64-9085-11ef-bdbc-8b6a876c0bed	dg.4DFC/20118b64-9085-11ef-bdbc-8b6a876c0bed		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2011bf3a-9085-11ef-8c9b-2b596f11ede1	dg.4DFC/2011bf3a-9085-11ef-8c9b-2b596f11ede1		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2011f284-9085-11ef-9b90-738be3da6e67	dg.4DFC/2011f284-9085-11ef-9b90-738be3da6e67		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201226d2-9085-11ef-96bd-4beacc63dff6	dg.4DFC/201226d2-9085-11ef-96bd-4beacc63dff6		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20125ba2-9085-11ef-b4b7-676b068eecbd	dg.4DFC/20125ba2-9085-11ef-b4b7-676b068eecbd		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20128f50-9085-11ef-9f53-9330bf482dc2	dg.4DFC/20128f50-9085-11ef-9f53-9330bf482dc2		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2012c344-9085-11ef-b3fe-db7d140af3af	dg.4DFC/2012c344-9085-11ef-b3fe-db7d140af3af		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2012f828-9085-11ef-909f-2b3674c93ea9	dg.4DFC/2012f828-9085-11ef-909f-2b3674c93ea9		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20132b68-9085-11ef-8df5-7bc94a08a1e4	dg.4DFC/20132b68-9085-11ef-8df5-7bc94a08a1e4		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201363b2-9085-11ef-9bba-376d3ea1288d	dg.4DFC/201363b2-9085-11ef-9bba-376d3ea1288d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2013976a-9085-11ef-819d-bf44a551bb51	dg.4DFC/2013976a-9085-11ef-819d-bf44a551bb51		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2013cafa-9085-11ef-a480-f37c14e0d8bd	dg.4DFC/2013cafa-9085-11ef-a480-f37c14e0d8bd		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201400d8-9085-11ef-81c4-ff74d0ba9810	dg.4DFC/201400d8-9085-11ef-81c4-ff74d0ba9810		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2014349a-9085-11ef-bd9e-8b989addf9fb	dg.4DFC/2014349a-9085-11ef-bd9e-8b989addf9fb		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2014679e-9085-11ef-b5c6-6fc0db05f600	dg.4DFC/2014679e-9085-11ef-b5c6-6fc0db05f600		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20149bb0-9085-11ef-819d-0bc9822c1d9f	dg.4DFC/20149bb0-9085-11ef-819d-0bc9822c1d9f		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2014d0c6-9085-11ef-9613-bb6a971e1514	dg.4DFC/2014d0c6-9085-11ef-9613-bb6a971e1514		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2015046a-9085-11ef-9a84-e304251bcf25	dg.4DFC/2015046a-9085-11ef-9a84-e304251bcf25		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201540ba-9085-11ef-8a1b-aff55924769f	dg.4DFC/201540ba-9085-11ef-8a1b-aff55924769f		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20157580-9085-11ef-9e18-cfdf1ba09822	dg.4DFC/20157580-9085-11ef-9e18-cfdf1ba09822		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2015a956-9085-11ef-92df-ffab6efb0c87	dg.4DFC/2015a956-9085-11ef-92df-ffab6efb0c87		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2015dda4-9085-11ef-819c-fb00cc330e57	dg.4DFC/2015dda4-9085-11ef-819c-fb00cc330e57		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20161102-9085-11ef-a5bf-fb88ec371323	dg.4DFC/20161102-9085-11ef-a5bf-fb88ec371323		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20164442-9085-11ef-add7-47ce82963478	dg.4DFC/20164442-9085-11ef-add7-47ce82963478		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20167c96-9085-11ef-9d65-8f64428df7a9	dg.4DFC/20167c96-9085-11ef-9d65-8f64428df7a9		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2016b0d0-9085-11ef-8bff-7bc5114fe878	dg.4DFC/2016b0d0-9085-11ef-8bff-7bc5114fe878		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2016e546-9085-11ef-9269-fbd932a71d9f	dg.4DFC/2016e546-9085-11ef-9269-fbd932a71d9f		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20171a0c-9085-11ef-9bdc-3360272fa2fb	dg.4DFC/20171a0c-9085-11ef-9bdc-3360272fa2fb		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20174d9c-9085-11ef-a00d-33a24070c624	dg.4DFC/20174d9c-9085-11ef-a00d-33a24070c624		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2017810e-9085-11ef-baf4-2f942b257ed8	dg.4DFC/2017810e-9085-11ef-baf4-2f942b257ed8		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2017b692-9085-11ef-b776-77acd9001016	dg.4DFC/2017b692-9085-11ef-b776-77acd9001016		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2017eb1c-9085-11ef-bc08-0bc68c88fcb0	dg.4DFC/2017eb1c-9085-11ef-bc08-0bc68c88fcb0		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20181e98-9085-11ef-afb3-87a51ce48244	dg.4DFC/20181e98-9085-11ef-afb3-87a51ce48244		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2018532c-9085-11ef-afb8-e704bea67282	dg.4DFC/2018532c-9085-11ef-afb8-e704bea67282		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201887e8-9085-11ef-9ef2-471c5058aca7	dg.4DFC/201887e8-9085-11ef-9ef2-471c5058aca7		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2018bb5a-9085-11ef-a1d8-7f27aff08543	dg.4DFC/2018bb5a-9085-11ef-a1d8-7f27aff08543		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2018f214-9085-11ef-817b-2306542ec664	dg.4DFC/2018f214-9085-11ef-817b-2306542ec664		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2019264e-9085-11ef-b691-336fce8a957b	dg.4DFC/2019264e-9085-11ef-b691-336fce8a957b		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20195a56-9085-11ef-8431-ff00bae57180	dg.4DFC/20195a56-9085-11ef-8431-ff00bae57180		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/20198f44-9085-11ef-9822-6f18df5c0ecd	dg.4DFC/20198f44-9085-11ef-9822-6f18df5c0ecd		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2019c2ca-9085-11ef-b191-df1d05bdec05	dg.4DFC/2019c2ca-9085-11ef-b191-df1d05bdec05		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2019f9e8-9085-11ef-b3b7-5fcf5f3debfc	dg.4DFC/2019f9e8-9085-11ef-b3b7-5fcf5f3debfc		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201a2e5e-9085-11ef-9235-e3e79a3fc9f6	dg.4DFC/201a2e5e-9085-11ef-9235-e3e79a3fc9f6		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201a6194-9085-11ef-b659-2b28ec9da5e6	dg.4DFC/201a6194-9085-11ef-b659-2b28ec9da5e6		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201a998e-9085-11ef-832f-135e0b0889ca	dg.4DFC/201a998e-9085-11ef-832f-135e0b0889ca		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201acdc8-9085-11ef-a4d5-6fcc37bb22dd	dg.4DFC/201acdc8-9085-11ef-a4d5-6fcc37bb22dd		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201b06ee-9085-11ef-bd87-fb2a3770a89e	dg.4DFC/201b06ee-9085-11ef-bd87-fb2a3770a89e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201b3c18-9085-11ef-bd55-bba40d5d2d9d	dg.4DFC/201b3c18-9085-11ef-bd55-bba40d5d2d9d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201b70de-9085-11ef-8f00-a3634cf2881e	dg.4DFC/201b70de-9085-11ef-8f00-a3634cf2881e		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201ba568-9085-11ef-86b7-2b60d4718011	dg.4DFC/201ba568-9085-11ef-86b7-2b60d4718011		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201bdb6e-9085-11ef-bc0c-8f16e826e5c4	dg.4DFC/201bdb6e-9085-11ef-bc0c-8f16e826e5c4		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201c102a-9085-11ef-bbd1-37a338938b54	dg.4DFC/201c102a-9085-11ef-bbd1-37a338938b54		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201c4478-9085-11ef-998f-5b785abcd44d	dg.4DFC/201c4478-9085-11ef-998f-5b785abcd44d		Genomic DNA
GRCh37	WXS	Not specified in data	Genomic	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/201c78ee-9085-11ef-9138-4bfc8f680ba4	dg.4DFC/201c78ee-9085-11ef-9138-4bfc8f680ba4		Genomic DNA
