reference_genome_assembly	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/63bbce3a-fd35-4dc0-9af7-4046ffdb3826	dg.4DFC/63bbce3a-fd35-4dc0-9af7-4046ffdb3826	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/cd7a3e36-252e-4379-a709-595f775a7cc6	dg.4DFC/cd7a3e36-252e-4379-a709-595f775a7cc6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b49bb38b-a725-4b9a-be7c-791272e1a9ff	dg.4DFC/b49bb38b-a725-4b9a-be7c-791272e1a9ff	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0b22a8a2-a475-450e-8e3f-68ccd5cdd9c9	dg.4DFC/0b22a8a2-a475-450e-8e3f-68ccd5cdd9c9	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/69b2204c-dd44-4418-9d4d-2cc3498bfd01	dg.4DFC/69b2204c-dd44-4418-9d4d-2cc3498bfd01	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/bb8dea76-9084-4a61-bb01-5a86cfdd766a	dg.4DFC/bb8dea76-9084-4a61-bb01-5a86cfdd766a	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0578cc9d-d01b-45cd-a655-532024ef971d	dg.4DFC/0578cc9d-d01b-45cd-a655-532024ef971d	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/10d0e9de-a66a-4207-a855-df7c3420d1c6	dg.4DFC/10d0e9de-a66a-4207-a855-df7c3420d1c6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f67f702f-f44a-48ca-ab82-45ab65480618	dg.4DFC/f67f702f-f44a-48ca-ab82-45ab65480618	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/af84f2cd-0a4e-4099-a380-50e38774ff35	dg.4DFC/af84f2cd-0a4e-4099-a380-50e38774ff35	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b7787806-a01b-4d3f-a6ea-174708826fa0	dg.4DFC/b7787806-a01b-4d3f-a6ea-174708826fa0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/5fb93f05-5fea-48f1-bb9d-a55d0d9b3b8c	dg.4DFC/5fb93f05-5fea-48f1-bb9d-a55d0d9b3b8c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e725cfa0-557a-45ff-851f-a07f573b278e	dg.4DFC/e725cfa0-557a-45ff-851f-a07f573b278e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/cf991f41-e28b-4e85-b1d1-569f74e98659	dg.4DFC/cf991f41-e28b-4e85-b1d1-569f74e98659	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b9b67140-c1a7-49d6-a254-dfb63cd1a4c4	dg.4DFC/b9b67140-c1a7-49d6-a254-dfb63cd1a4c4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b84a3f06-d376-4e89-82ce-4edaacc43f57	dg.4DFC/b84a3f06-d376-4e89-82ce-4edaacc43f57	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3e5601b0-daa9-4ddd-a56f-73d97b2d7374	dg.4DFC/3e5601b0-daa9-4ddd-a56f-73d97b2d7374	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/59210848-fa77-4ad9-9627-932af3364339	dg.4DFC/59210848-fa77-4ad9-9627-932af3364339	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c5ff3fac-bfde-4a2e-ae50-c48d8de0e653	dg.4DFC/c5ff3fac-bfde-4a2e-ae50-c48d8de0e653	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/acf0adbe-9d82-4112-a57d-710867f0eb06	dg.4DFC/acf0adbe-9d82-4112-a57d-710867f0eb06	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/ce1d884e-4cbd-4921-86b2-f1075b19ccdb	dg.4DFC/ce1d884e-4cbd-4921-86b2-f1075b19ccdb	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b0a27986-a60e-4f24-b63d-11511c1789c1	dg.4DFC/b0a27986-a60e-4f24-b63d-11511c1789c1	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/6cc3aaf3-205b-4ff1-b3ff-8ba429c219b0	dg.4DFC/6cc3aaf3-205b-4ff1-b3ff-8ba429c219b0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e69e11a6-8cd0-4607-953b-4ef611260deb	dg.4DFC/e69e11a6-8cd0-4607-953b-4ef611260deb	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/1e750767-d0d3-44b4-93e0-29e7e4479eb4	dg.4DFC/1e750767-d0d3-44b4-93e0-29e7e4479eb4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/04701a9f-e6f9-4cdd-807a-0b724c4a5b21	dg.4DFC/04701a9f-e6f9-4cdd-807a-0b724c4a5b21	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/1aa46bfa-efb4-4d95-9840-0ba14ce1f416	dg.4DFC/1aa46bfa-efb4-4d95-9840-0ba14ce1f416	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/366dbe24-64f0-4b0e-911c-4c5c413461d4	dg.4DFC/366dbe24-64f0-4b0e-911c-4c5c413461d4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9e5a1490-f179-432e-9456-2a4196913624	dg.4DFC/9e5a1490-f179-432e-9456-2a4196913624	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f923bb44-3cb7-4e65-a3dd-cd9b5e8a71be	dg.4DFC/f923bb44-3cb7-4e65-a3dd-cd9b5e8a71be	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/44451f8e-7010-49e8-b6f1-e6208972c3b4	dg.4DFC/44451f8e-7010-49e8-b6f1-e6208972c3b4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e1e0054b-8f62-4420-9a27-5b7f19773ab4	dg.4DFC/e1e0054b-8f62-4420-9a27-5b7f19773ab4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/154f454e-11ba-468e-adec-0f4170caf7d2	dg.4DFC/154f454e-11ba-468e-adec-0f4170caf7d2	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4314ae3a-710c-47dd-91e6-9606d7e71fe3	dg.4DFC/4314ae3a-710c-47dd-91e6-9606d7e71fe3	Not specified in data
GRCh37	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/cd680b1f-44cc-4945-b175-c9be96879003	dg.4DFC/cd680b1f-44cc-4945-b175-c9be96879003	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9ab2c21e-d63c-4b02-9fe3-1246bec4540e	dg.4DFC/9ab2c21e-d63c-4b02-9fe3-1246bec4540e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c897186b-67fc-495b-8c2a-23fa941f7639	dg.4DFC/c897186b-67fc-495b-8c2a-23fa941f7639	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/1fb29949-b189-455f-a5bc-3c7a6aa38252	dg.4DFC/1fb29949-b189-455f-a5bc-3c7a6aa38252	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/10970f9c-fc4f-4cdb-8178-1c8e7b93edc3	dg.4DFC/10970f9c-fc4f-4cdb-8178-1c8e7b93edc3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/30fda943-bc8e-43f4-ac03-8bb4c263efb4	dg.4DFC/30fda943-bc8e-43f4-ac03-8bb4c263efb4	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/56b15fe0-39ef-4f6e-9486-dfd642be4fcc	dg.4DFC/56b15fe0-39ef-4f6e-9486-dfd642be4fcc	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9254e88c-0a67-4922-8325-854b1fd00c13	dg.4DFC/9254e88c-0a67-4922-8325-854b1fd00c13	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/06d33bb6-23dd-411d-8886-9dd1c5e120c7	dg.4DFC/06d33bb6-23dd-411d-8886-9dd1c5e120c7	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/62425e9c-e433-4440-9d8c-b0b1c9e96492	dg.4DFC/62425e9c-e433-4440-9d8c-b0b1c9e96492	Not specified in data
GRCh37	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/574fcb0e-6bef-4109-a8d1-fa6edf98a375	dg.4DFC/574fcb0e-6bef-4109-a8d1-fa6edf98a375	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/5258a3b8-3747-4915-9d7a-7184b7153f79	dg.4DFC/5258a3b8-3747-4915-9d7a-7184b7153f79	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/df9ee75c-5bcb-4ca5-9d2c-5e68387b8dcb	dg.4DFC/df9ee75c-5bcb-4ca5-9d2c-5e68387b8dcb	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9acb8b2c-81eb-4f7e-a515-9425fd0cb040	dg.4DFC/9acb8b2c-81eb-4f7e-a515-9425fd0cb040	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/757cf7b4-cdf5-435f-9b4c-0875f590cacb	dg.4DFC/757cf7b4-cdf5-435f-9b4c-0875f590cacb	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/99fb059f-5b17-4f62-92d9-1c0fd2204d74	dg.4DFC/99fb059f-5b17-4f62-92d9-1c0fd2204d74	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/8d9b7e25-d1a6-4e74-b674-5387006591ad	dg.4DFC/8d9b7e25-d1a6-4e74-b674-5387006591ad	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3b29bce8-97eb-4490-9994-ccf850ae4f8c	dg.4DFC/3b29bce8-97eb-4490-9994-ccf850ae4f8c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f680435c-0fba-4634-8f3f-d1e435eb20d6	dg.4DFC/f680435c-0fba-4634-8f3f-d1e435eb20d6	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/aec48c5a-2672-4630-ac0f-ab214f19e79d	dg.4DFC/aec48c5a-2672-4630-ac0f-ab214f19e79d	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b144e7db-d62e-4371-9a97-c05bcd999463	dg.4DFC/b144e7db-d62e-4371-9a97-c05bcd999463	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3cd51c0d-4309-4f68-80f6-cfeaa1cf9559	dg.4DFC/3cd51c0d-4309-4f68-80f6-cfeaa1cf9559	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f9bc0e9a-5e23-4ea6-9ea3-99e412f3e2fa	dg.4DFC/f9bc0e9a-5e23-4ea6-9ea3-99e412f3e2fa	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4a04b1ad-a275-4091-bd6a-7b088b0a2cc8	dg.4DFC/4a04b1ad-a275-4091-bd6a-7b088b0a2cc8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/ec8ae675-e8f7-4056-91e6-e7b03b369406	dg.4DFC/ec8ae675-e8f7-4056-91e6-e7b03b369406	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/dbd3afdc-430b-4210-97d5-8997c92c8127	dg.4DFC/dbd3afdc-430b-4210-97d5-8997c92c8127	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e81c2497-e316-4b2f-8400-0d4f622c5451	dg.4DFC/e81c2497-e316-4b2f-8400-0d4f622c5451	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b3b33185-2d84-4ce6-9499-4d38970dfa02	dg.4DFC/b3b33185-2d84-4ce6-9499-4d38970dfa02	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4bf25c3c-89a5-4895-9e1c-00f50da5070e	dg.4DFC/4bf25c3c-89a5-4895-9e1c-00f50da5070e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/53cde876-66fe-456d-a72a-cfc40017e58f	dg.4DFC/53cde876-66fe-456d-a72a-cfc40017e58f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e8a3c4e5-cb62-4add-b4b1-16fa328e9172	dg.4DFC/e8a3c4e5-cb62-4add-b4b1-16fa328e9172	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/84e9eddf-a90e-4404-b732-2d1b6d973646	dg.4DFC/84e9eddf-a90e-4404-b732-2d1b6d973646	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d91f0f0a-6e21-4dc6-ab99-a4a8395a0621	dg.4DFC/d91f0f0a-6e21-4dc6-ab99-a4a8395a0621	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/ea719868-c8b5-4b74-b305-4ecd866a99dd	dg.4DFC/ea719868-c8b5-4b74-b305-4ecd866a99dd	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/427adda6-135a-4d70-9efb-a4f2dc41aae0	dg.4DFC/427adda6-135a-4d70-9efb-a4f2dc41aae0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/986a5a93-3fb0-412a-8b9e-1d5962559d5e	dg.4DFC/986a5a93-3fb0-412a-8b9e-1d5962559d5e	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a6dfea3f-34a1-4320-bb65-ace5d307baa7	dg.4DFC/a6dfea3f-34a1-4320-bb65-ace5d307baa7	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c8aa6807-71cd-4442-a5d6-e7bde45b5586	dg.4DFC/c8aa6807-71cd-4442-a5d6-e7bde45b5586	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3d51ce8a-7fec-4648-912c-8278d03d34de	dg.4DFC/3d51ce8a-7fec-4648-912c-8278d03d34de	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/266c5f77-0f18-4d22-bd16-addce51d346c	dg.4DFC/266c5f77-0f18-4d22-bd16-addce51d346c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/385bf2b1-0ab7-4986-b518-1189ef9e2654	dg.4DFC/385bf2b1-0ab7-4986-b518-1189ef9e2654	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f0ec0b06-defb-432c-89c1-d7b727c90f6d	dg.4DFC/f0ec0b06-defb-432c-89c1-d7b727c90f6d	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/caec9763-5074-40ec-8214-908bd1045cc9	dg.4DFC/caec9763-5074-40ec-8214-908bd1045cc9	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b4066ef5-3a1e-42fb-b39c-af94ed9860f3	dg.4DFC/b4066ef5-3a1e-42fb-b39c-af94ed9860f3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0209976e-cc03-44b0-8122-1c6b1eea26d0	dg.4DFC/0209976e-cc03-44b0-8122-1c6b1eea26d0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/10408a92-d747-431a-a9d0-ca23517fa80c	dg.4DFC/10408a92-d747-431a-a9d0-ca23517fa80c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e8dd3dbc-fccb-4ca4-9197-434632400ce7	dg.4DFC/e8dd3dbc-fccb-4ca4-9197-434632400ce7	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/0400c48f-7b79-487b-9244-400dd338fb63	dg.4DFC/0400c48f-7b79-487b-9244-400dd338fb63	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/fb112f42-8297-4565-8b98-621bc7490e0f	dg.4DFC/fb112f42-8297-4565-8b98-621bc7490e0f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/7822fe20-10cb-40ad-94a6-4d29ad1ba80b	dg.4DFC/7822fe20-10cb-40ad-94a6-4d29ad1ba80b	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/593b92ca-f8bc-4f7e-a764-7a7c08f00b9f	dg.4DFC/593b92ca-f8bc-4f7e-a764-7a7c08f00b9f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/da455daa-4063-4965-89c6-9600e2b3ada0	dg.4DFC/da455daa-4063-4965-89c6-9600e2b3ada0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3680f3bb-8cdf-4e87-b9bb-9c52291941c7	dg.4DFC/3680f3bb-8cdf-4e87-b9bb-9c52291941c7	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/3150dd2c-383d-4865-bb94-7320b4066307	dg.4DFC/3150dd2c-383d-4865-bb94-7320b4066307	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/17b63461-c215-4e99-a83f-cc901c142a05	dg.4DFC/17b63461-c215-4e99-a83f-cc901c142a05	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/54cf67c8-93f4-4f4b-8f12-24928c4e5fef	dg.4DFC/54cf67c8-93f4-4f4b-8f12-24928c4e5fef	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/d75ada09-cd09-40d3-b0d8-5aa599daf6d8	dg.4DFC/d75ada09-cd09-40d3-b0d8-5aa599daf6d8	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/c893b53e-ff22-44ba-a086-e3622bf66969	dg.4DFC/c893b53e-ff22-44ba-a086-e3622bf66969	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/74250ce6-4a15-431e-bcdb-3f0fe6075866	dg.4DFC/74250ce6-4a15-431e-bcdb-3f0fe6075866	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/052ad62b-f3cf-44ac-9b98-9842a69e82fd	dg.4DFC/052ad62b-f3cf-44ac-9b98-9842a69e82fd	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/da2725fa-024a-420e-9918-c2624b08babe	dg.4DFC/da2725fa-024a-420e-9918-c2624b08babe	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/e73ee908-afb8-4d49-a498-0cf2bb66b8a0	dg.4DFC/e73ee908-afb8-4d49-a498-0cf2bb66b8a0	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/1691af47-48ac-4fc8-b16f-9bff6cbc66a2	dg.4DFC/1691af47-48ac-4fc8-b16f-9bff6cbc66a2	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a35e058d-bf93-4662-b799-1b19593be82c	dg.4DFC/a35e058d-bf93-4662-b799-1b19593be82c	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/68255ed0-32f2-4ec1-921b-7b6c53add461	dg.4DFC/68255ed0-32f2-4ec1-921b-7b6c53add461	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/31c3f05a-29f4-42b3-99e6-02bd790f9e42	dg.4DFC/31c3f05a-29f4-42b3-99e6-02bd790f9e42	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/2b7c4399-20d2-4901-a6a7-44e51daa14c3	dg.4DFC/2b7c4399-20d2-4901-a6a7-44e51daa14c3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/db9d04f4-8199-483d-8685-d93e2c05166d	dg.4DFC/db9d04f4-8199-483d-8685-d93e2c05166d	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a7c91e5a-3ecc-48f0-8946-4fa7618f84ba	dg.4DFC/a7c91e5a-3ecc-48f0-8946-4fa7618f84ba	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/a55b9a2b-2c8c-46bb-b19d-4eba9adb90ef	dg.4DFC/a55b9a2b-2c8c-46bb-b19d-4eba9adb90ef	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/36c183de-772a-426a-8e68-cc006ce8b7a3	dg.4DFC/36c183de-772a-426a-8e68-cc006ce8b7a3	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/897a0598-bbaa-4860-83b5-b567e9f5538f	dg.4DFC/897a0598-bbaa-4860-83b5-b567e9f5538f	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b1020667-5b62-4bad-ace7-ec54af0ad261	dg.4DFC/b1020667-5b62-4bad-ace7-ec54af0ad261	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/9f9638ed-27bd-4f7a-883c-612928e34d04	dg.4DFC/9f9638ed-27bd-4f7a-883c-612928e34d04	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/4700f44f-ad2e-4ee0-91ec-852ad474aa91	dg.4DFC/4700f44f-ad2e-4ee0-91ec-852ad474aa91	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/b22dd1ee-3e06-45b6-aa44-6b750d162766	dg.4DFC/b22dd1ee-3e06-45b6-aa44-6b750d162766	Not specified in data
GRCh38	Not specified in data	Not specified in data	Not specified in data	Not specified in data	Not specified in data	genomic_info	dg.4DFC/f2ff8446-973a-4418-a617-0174492f4f54	dg.4DFC/f2ff8446-973a-4418-a617-0174492f4f54	Not specified in data
