reference_genome_assembly	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/68f2cf13-3861-435c-a41f-0bb5a54ceabe	dg.4DFC/68f2cf13-3861-435c-a41f-0bb5a54ceabe	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/add8e4bf-eeb8-4774-8616-901885ff049f	dg.4DFC/add8e4bf-eeb8-4774-8616-901885ff049f	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/715de2a5-97df-4c5e-bf8c-00fdf4f91904	dg.4DFC/715de2a5-97df-4c5e-bf8c-00fdf4f91904	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/e76ba3f4-dfc9-4df4-bafb-c38a413b3989	dg.4DFC/e76ba3f4-dfc9-4df4-bafb-c38a413b3989	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/95ce30a6-0747-482f-90d2-d4883bc999cd	dg.4DFC/95ce30a6-0747-482f-90d2-d4883bc999cd	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ab994c12-b10b-4eae-a262-463fbd0e897c	dg.4DFC/ab994c12-b10b-4eae-a262-463fbd0e897c	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/60eac9f0-0b47-4af1-89cf-79c833780002	dg.4DFC/60eac9f0-0b47-4af1-89cf-79c833780002	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	rRNA Depletion	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/02ce4baf-dbd2-4560-b271-3d12878f7f7b	dg.4DFC/02ce4baf-dbd2-4560-b271-3d12878f7f7b	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/d1f12340-24d5-4d6c-8631-fb8c0353e1c3	dg.4DFC/d1f12340-24d5-4d6c-8631-fb8c0353e1c3	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/f5479072-485b-49a2-abdd-c2f74f8ca049	dg.4DFC/f5479072-485b-49a2-abdd-c2f74f8ca049	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/5c5322bc-cb72-4102-90d8-c87e1d3a89c1	dg.4DFC/5c5322bc-cb72-4102-90d8-c87e1d3a89c1	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/8b68139d-6035-481f-abb5-72f7348338c4	dg.4DFC/8b68139d-6035-481f-abb5-72f7348338c4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/e6bb54af-8a38-42e4-a0a4-04a68a5f073b	dg.4DFC/e6bb54af-8a38-42e4-a0a4-04a68a5f073b	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/78a3f619-5312-4f6a-8308-8c00eb4a3fe7	dg.4DFC/78a3f619-5312-4f6a-8308-8c00eb4a3fe7	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/5a7cb41e-8570-4041-9957-adfa4b8dd916	dg.4DFC/5a7cb41e-8570-4041-9957-adfa4b8dd916	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/aa64aacf-e97e-48e7-93f2-2bd4cf7bab64	dg.4DFC/aa64aacf-e97e-48e7-93f2-2bd4cf7bab64	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/bb06704b-05c2-4e90-9f86-b8affd233893	dg.4DFC/bb06704b-05c2-4e90-9f86-b8affd233893	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/21d03f55-efe2-4f50-a697-2080763b8b6e	dg.4DFC/21d03f55-efe2-4f50-a697-2080763b8b6e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/83fb65e9-b762-435f-9da0-c82d6517e285	dg.4DFC/83fb65e9-b762-435f-9da0-c82d6517e285	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/72ba00a3-03e3-4dec-8fd6-8bc32067dc9c	dg.4DFC/72ba00a3-03e3-4dec-8fd6-8bc32067dc9c	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/cff6dc5e-9cf0-4584-8a3b-b1a346a7b34c	dg.4DFC/cff6dc5e-9cf0-4584-8a3b-b1a346a7b34c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/97811685-21f5-4d4e-847c-d26e09cca9fe	dg.4DFC/97811685-21f5-4d4e-847c-d26e09cca9fe	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/341e830b-30fa-422c-ac89-1ffa871fb9c2	dg.4DFC/341e830b-30fa-422c-ac89-1ffa871fb9c2	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/58070410-0157-45c3-95fc-a43fd5143691	dg.4DFC/58070410-0157-45c3-95fc-a43fd5143691	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/238d441d-b0d9-4467-b2ef-3c5e5e0e0b14	dg.4DFC/238d441d-b0d9-4467-b2ef-3c5e5e0e0b14	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/03d6465f-8c68-4a26-b8b7-c73a48d2ec3e	dg.4DFC/03d6465f-8c68-4a26-b8b7-c73a48d2ec3e	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/8287ed79-c275-4c59-8345-9369ea27384c	dg.4DFC/8287ed79-c275-4c59-8345-9369ea27384c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/06a45462-7b44-4af4-bb45-dd98b3524b07	dg.4DFC/06a45462-7b44-4af4-bb45-dd98b3524b07	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fd0e78ab-af67-4a2c-ac3c-993f09651755	dg.4DFC/fd0e78ab-af67-4a2c-ac3c-993f09651755	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/349054ba-8dc5-46d1-a7fe-b45f0c94dca5	dg.4DFC/349054ba-8dc5-46d1-a7fe-b45f0c94dca5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/933d7184-b5ae-42cb-8b53-815cd2f37d9f	dg.4DFC/933d7184-b5ae-42cb-8b53-815cd2f37d9f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Five	genomic_info	dg.4DFC/e52d9c6b-35cb-458a-b570-25ce724e569c	dg.4DFC/e52d9c6b-35cb-458a-b570-25ce724e569c	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/990c27e1-0862-45aa-bb0c-284a7f7d3c2c	dg.4DFC/990c27e1-0862-45aa-bb0c-284a7f7d3c2c	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/71c7387b-39bf-45a5-a300-5acee5a91587	dg.4DFC/71c7387b-39bf-45a5-a300-5acee5a91587	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/2b5e8a27-8d1a-4012-8190-6cb5b64a0469	dg.4DFC/2b5e8a27-8d1a-4012-8190-6cb5b64a0469	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/02c6eb5f-b7fa-4e1d-9fc2-6520612061a7	dg.4DFC/02c6eb5f-b7fa-4e1d-9fc2-6520612061a7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1f167572-e412-4224-8513-9963fb855221	dg.4DFC/1f167572-e412-4224-8513-9963fb855221	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/9082fe9a-ae6f-4c3f-bb93-d0b7e213dc62	dg.4DFC/9082fe9a-ae6f-4c3f-bb93-d0b7e213dc62	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/2a55057c-3f72-47e6-adaa-6cfb3f97d7b3	dg.4DFC/2a55057c-3f72-47e6-adaa-6cfb3f97d7b3	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/3385c5af-ce9a-4167-b554-9f702e65f351	dg.4DFC/3385c5af-ce9a-4167-b554-9f702e65f351	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/8df11b9a-70a6-4ea2-a27f-b74c0bb4610c	dg.4DFC/8df11b9a-70a6-4ea2-a27f-b74c0bb4610c	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1a95b4e0-311e-4c3b-9c73-ad2b83863e89	dg.4DFC/1a95b4e0-311e-4c3b-9c73-ad2b83863e89	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/64bbbd9d-67ab-4c1b-8ea5-64091cf231e9	dg.4DFC/64bbbd9d-67ab-4c1b-8ea5-64091cf231e9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/58436153-4205-498c-83a1-635faf7f0b22	dg.4DFC/58436153-4205-498c-83a1-635faf7f0b22	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6504cf50-44ff-43ed-86e5-19e2d59b20c0	dg.4DFC/6504cf50-44ff-43ed-86e5-19e2d59b20c0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/32c5e6ea-9aa6-4c26-9b52-43676a27fb59	dg.4DFC/32c5e6ea-9aa6-4c26-9b52-43676a27fb59	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/55bda2af-9c92-4e78-b5a4-0a8fac071a82	dg.4DFC/55bda2af-9c92-4e78-b5a4-0a8fac071a82	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ae09a981-3f06-4956-b4cd-bf341dd16bee	dg.4DFC/ae09a981-3f06-4956-b4cd-bf341dd16bee	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3638f9f7-9c71-4949-90be-714d36f35ab4	dg.4DFC/3638f9f7-9c71-4949-90be-714d36f35ab4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/2141c074-ffea-4ba9-890c-3536f6d02d74	dg.4DFC/2141c074-ffea-4ba9-890c-3536f6d02d74	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a2abf133-a8dd-451f-8d36-822bbcc77f9f	dg.4DFC/a2abf133-a8dd-451f-8d36-822bbcc77f9f	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/3886bf3c-5999-4749-9f00-a6565bb86606	dg.4DFC/3886bf3c-5999-4749-9f00-a6565bb86606	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Five	genomic_info	dg.4DFC/0ef1932a-1a2c-44c2-8727-02868abfd31e	dg.4DFC/0ef1932a-1a2c-44c2-8727-02868abfd31e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4593985d-2978-4904-a033-6649b5750d30	dg.4DFC/4593985d-2978-4904-a033-6649b5750d30	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/450e6cc7-89df-4062-930d-8a210bb698d2	dg.4DFC/450e6cc7-89df-4062-930d-8a210bb698d2	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/ae6aa341-05e9-41c7-af33-bf9a35d42324	dg.4DFC/ae6aa341-05e9-41c7-af33-bf9a35d42324	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Five	genomic_info	dg.4DFC/7549475c-0944-40d7-a7f3-0caad417afc2	dg.4DFC/7549475c-0944-40d7-a7f3-0caad417afc2	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6440e8fe-2b18-4138-a2bc-b880a7f540e5	dg.4DFC/6440e8fe-2b18-4138-a2bc-b880a7f540e5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f9df1ce3-0dbd-41ba-8094-e72039d5eabb	dg.4DFC/f9df1ce3-0dbd-41ba-8094-e72039d5eabb	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/801c7b76-84e4-4006-bab9-e0184148a21b	dg.4DFC/801c7b76-84e4-4006-bab9-e0184148a21b	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ffb2a75c-2f7f-4f16-9c3f-eebfa006ebf5	dg.4DFC/ffb2a75c-2f7f-4f16-9c3f-eebfa006ebf5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/8fc4f300-db37-4dc2-b9be-0402536115e4	dg.4DFC/8fc4f300-db37-4dc2-b9be-0402536115e4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ed4f8e6d-ecb1-4b4a-a768-a0e8831921d1	dg.4DFC/ed4f8e6d-ecb1-4b4a-a768-a0e8831921d1	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/128ea326-2e68-4182-8578-0bf351f765eb	dg.4DFC/128ea326-2e68-4182-8578-0bf351f765eb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/44bf7d89-e258-4ca1-91c5-c7dc3f9772aa	dg.4DFC/44bf7d89-e258-4ca1-91c5-c7dc3f9772aa	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4939e44d-bf5f-4014-8d76-d91a89959a01	dg.4DFC/4939e44d-bf5f-4014-8d76-d91a89959a01	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/bcbee36a-4e2e-4e92-bf72-3832cadb277f	dg.4DFC/bcbee36a-4e2e-4e92-bf72-3832cadb277f	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/b7f35dbe-0fb5-4308-ab28-e6b9f0ff76e1	dg.4DFC/b7f35dbe-0fb5-4308-ab28-e6b9f0ff76e1	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/6c878b45-a8d9-461a-aec1-53d009a33cb2	dg.4DFC/6c878b45-a8d9-461a-aec1-53d009a33cb2	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b75c2c25-887a-4653-a8d2-db3c2bce98a6	dg.4DFC/b75c2c25-887a-4653-a8d2-db3c2bce98a6	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6326827e-b53a-4d79-9589-602065db0dce	dg.4DFC/6326827e-b53a-4d79-9589-602065db0dce	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/9c44ad4e-1ff1-4ab5-8562-2a5e6a811314	dg.4DFC/9c44ad4e-1ff1-4ab5-8562-2a5e6a811314	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/169ce3ab-9c97-46bb-abf7-b4bbe46e344a	dg.4DFC/169ce3ab-9c97-46bb-abf7-b4bbe46e344a	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/69f8d855-eb6b-4998-ad7b-7832a3e341eb	dg.4DFC/69f8d855-eb6b-4998-ad7b-7832a3e341eb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Five	genomic_info	dg.4DFC/364ff26f-aa1e-4582-ac37-852b05e7e9b0	dg.4DFC/364ff26f-aa1e-4582-ac37-852b05e7e9b0	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cbc89c6-0bbf-4051-b159-32c4e6306a24	dg.4DFC/7cbc89c6-0bbf-4051-b159-32c4e6306a24	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fc26cdba-d1cd-425a-b5b2-168c781835a8	dg.4DFC/fc26cdba-d1cd-425a-b5b2-168c781835a8	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/bc387e78-e5a5-4a71-b8cc-ebe934a02352	dg.4DFC/bc387e78-e5a5-4a71-b8cc-ebe934a02352	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d6931a8d-0786-4dbc-8a38-e407e1072e9c	dg.4DFC/d6931a8d-0786-4dbc-8a38-e407e1072e9c	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/44b1213b-56d4-4bcc-8e1f-6782cb487ef0	dg.4DFC/44b1213b-56d4-4bcc-8e1f-6782cb487ef0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3696a58b-13cc-482a-8d58-ef2e3f959b31	dg.4DFC/3696a58b-13cc-482a-8d58-ef2e3f959b31	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/e67ef363-5d4d-4b85-8052-c6e9f173a048	dg.4DFC/e67ef363-5d4d-4b85-8052-c6e9f173a048	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/5d9552a9-1b90-4608-9f04-3ad91be136b1	dg.4DFC/5d9552a9-1b90-4608-9f04-3ad91be136b1	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/c2ef9e26-8610-40a8-a543-1f1bb58da013	dg.4DFC/c2ef9e26-8610-40a8-a543-1f1bb58da013	Not specified in data
Not specified in data	Paired-End	Not specified in data	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/84e837eb-4799-4dc3-8ae2-792b994242fb	dg.4DFC/84e837eb-4799-4dc3-8ae2-792b994242fb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/348c1a3f-9d17-4933-953b-944a78f36eae	dg.4DFC/348c1a3f-9d17-4933-953b-944a78f36eae	Not specified in data
Not specified in data	Not specified in data	Single Cell	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/6680bf0c-b8f2-48c2-9ef7-ba9b27e5d244	dg.4DFC/6680bf0c-b8f2-48c2-9ef7-ba9b27e5d244	Not specified in data
Not specified in data	Paired-End	Bulk Whole Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/921e998d-6509-4b25-a343-59de71a85fe6	dg.4DFC/921e998d-6509-4b25-a343-59de71a85fe6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/7f2729e1-d24e-4b64-a24f-40cf4c506cdd	dg.4DFC/7f2729e1-d24e-4b64-a24f-40cf4c506cdd	Not specified in data
