id	sample.id	dcf_indexd_guid	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	md5sum	methylation_array_file_id	methylation_platform	reporter_label	type	study
phs002504::9761749087_R02C01_Grn.idat	phs002504::9761749087_R02C01	dg.4DFC/ec4704ba-19a1-4c2b-8a24-559db172d0b7			9761749087_R02C01_Grn.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R02C01_Grn.idat	646a2667d3c2c9e7553ddf47a1f852e5	9761749087_R02C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R02C01_Red.idat	phs002504::9761749087_R02C01	dg.4DFC/ed94f188-94cd-4e4f-b588-e258bd75bbf5			9761749087_R02C01_Red.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R02C01_Red.idat	4a0b809049017e8fe3d8ac991df6ac45	9761749087_R02C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R02C02_Grn.idat	phs002504::9761749087_R02C02	dg.4DFC/c8cf1908-6650-4305-adca-2e20fe815122			9761749087_R02C02_Grn.idat	8095245	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R02C02_Grn.idat	ff4c2594dcd2ec80a277fca5bd2b5d8e	9761749087_R02C02_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R02C02_Red.idat	phs002504::9761749087_R02C02	dg.4DFC/2a8d5354-4013-4769-b092-e951434eba9a			9761749087_R02C02_Red.idat	8095245	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R02C02_Red.idat	8a12f7e1c2c362902aadcaaf3a57639b	9761749087_R02C02_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R03C01_Grn.idat	phs002504::9761749087_R03C01	dg.4DFC/b65a2926-bd9b-41dc-9849-a96834450d01			9761749087_R03C01_Grn.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R03C01_Grn.idat	a98d588993dc43a1a613442808be4216	9761749087_R03C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R03C01_Red.idat	phs002504::9761749087_R03C01	dg.4DFC/99913597-c052-4358-bdc5-bdc10d31015d			9761749087_R03C01_Red.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R03C01_Red.idat	6133d3fc74e3bb360bcccabecb1a3ca2	9761749087_R03C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R04C01_Grn.idat	phs002504::9761749087_R04C01	dg.4DFC/136189e7-24b2-4bd6-93c8-c8a75ea757f8			9761749087_R04C01_Grn.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R04C01_Grn.idat	611d059ccc5bc3cbb46aca76bfe9c83a	9761749087_R04C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R04C01_Red.idat	phs002504::9761749087_R04C01	dg.4DFC/63fd0cff-13fd-41cb-ad41-1de46aa1b46e			9761749087_R04C01_Red.idat	8095248	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R04C01_Red.idat	25dadf5dac55bb388aad9de94a132f44	9761749087_R04C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R05C01_Grn.idat	phs002504::9761749087_R05C01	dg.4DFC/3745f024-4e45-4ea4-8226-8c8e374a3838			9761749087_R05C01_Grn.idat	8095246	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R05C01_Grn.idat	11f933bb6b3db45c926ac814e6f2b2c6	9761749087_R05C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R05C01_Red.idat	phs002504::9761749087_R05C01	dg.4DFC/1b09d1b2-fae0-41bf-a487-5b1f42596e23			9761749087_R05C01_Red.idat	8095246	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R05C01_Red.idat	1cb1b59fa990e3d27a62ead1e01aa115	9761749087_R05C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R06C01_Grn.idat	phs002504::9761749087_R06C01	dg.4DFC/f7bd7266-02b6-45c0-8586-331896c38ce1			9761749087_R06C01_Grn.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R06C01_Grn.idat	96ab816f8f86efce381a7769ad3ea940	9761749087_R06C01_Grn.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
phs002504::9761749087_R06C01_Red.idat	phs002504::9761749087_R06C01	dg.4DFC/e2e54648-4566-4b7c-a503-4ed659aa715f			9761749087_R06C01_Red.idat	8095247	idat	s3://cds-256-phs002504-sequencefiles-p30-fy20/9761749087_R06C01_Red.idat	d6fb89ad628ca515208655e26f3e5fc2	9761749087_R06C01_Red.idat	Illumina 450k	Cy5 and Cy3	methylation_array_file	phs002504
