reference_genome_assembly	library_strategy	library_source	type	genomic_info_id	file.file_id	library_selection	platform	library_layout	instrument_model
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58e9a94-4cb3-11ee-9cd6-ab7b05638021	dg.4DFC/c58e9a94-4cb3-11ee-9cd6-ab7b05638021	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58ebd80-4cb3-11ee-be95-efe99ed1797c	dg.4DFC/c58ebd80-4cb3-11ee-be95-efe99ed1797c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58ee9b8-4cb3-11ee-8bb8-b744dbbac7e2	dg.4DFC/c58ee9b8-4cb3-11ee-8bb8-b744dbbac7e2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58f0c4a-4cb3-11ee-bc94-5b329f88fc91	dg.4DFC/c58f0c4a-4cb3-11ee-bc94-5b329f88fc91	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58f2ea0-4cb3-11ee-8e81-1f4d1daad5fc	dg.4DFC/c58f2ea0-4cb3-11ee-8e81-1f4d1daad5fc	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58f54b6-4cb3-11ee-886e-2f4ba29f640e	dg.4DFC/c58f54b6-4cb3-11ee-886e-2f4ba29f640e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58f7ba8-4cb3-11ee-bdac-bb330038e57c	dg.4DFC/c58f7ba8-4cb3-11ee-bdac-bb330038e57c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58f9f70-4cb3-11ee-8214-dbc25c78f2d1	dg.4DFC/c58f9f70-4cb3-11ee-8214-dbc25c78f2d1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58fc1a8-4cb3-11ee-92ed-4f6c2b0698b0	dg.4DFC/c58fc1a8-4cb3-11ee-92ed-4f6c2b0698b0	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c58fe746-4cb3-11ee-b577-f79f320222b5	dg.4DFC/c58fe746-4cb3-11ee-b577-f79f320222b5	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5900d5c-4cb3-11ee-9b2c-8f4772b2666b	dg.4DFC/c5900d5c-4cb3-11ee-9b2c-8f4772b2666b	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c590339a-4cb3-11ee-9934-67fef4e56a5c	dg.4DFC/c590339a-4cb3-11ee-9934-67fef4e56a5c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59055c8-4cb3-11ee-84ed-d3890f17e234	dg.4DFC/c59055c8-4cb3-11ee-84ed-d3890f17e234	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5907d46-4cb3-11ee-8ad9-331000405187	dg.4DFC/c5907d46-4cb3-11ee-8ad9-331000405187	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5909f7e-4cb3-11ee-b5f5-d397d3a07bb7	dg.4DFC/c5909f7e-4cb3-11ee-b5f5-d397d3a07bb7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c590c2d8-4cb3-11ee-8464-63d76453151b	dg.4DFC/c590c2d8-4cb3-11ee-8464-63d76453151b	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c590e9f2-4cb3-11ee-b439-3b91bc2629fd	dg.4DFC/c590e9f2-4cb3-11ee-b439-3b91bc2629fd	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5911206-4cb3-11ee-b069-df8a97d26daa	dg.4DFC/c5911206-4cb3-11ee-b069-df8a97d26daa	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5913434-4cb3-11ee-bbc3-8b129fcb821d	dg.4DFC/c5913434-4cb3-11ee-bbc3-8b129fcb821d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5915a40-4cb3-11ee-b6ff-ffb2508f2d01	dg.4DFC/c5915a40-4cb3-11ee-b6ff-ffb2508f2d01	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5917d22-4cb3-11ee-879c-7f6d54840858	dg.4DFC/c5917d22-4cb3-11ee-879c-7f6d54840858	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c591a270-4cb3-11ee-b562-53f333ce2820	dg.4DFC/c591a270-4cb3-11ee-b562-53f333ce2820	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c591c49e-4cb3-11ee-addb-2355e0648099	dg.4DFC/c591c49e-4cb3-11ee-addb-2355e0648099	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c591e78a-4cb3-11ee-8896-0bdeeaf85dc1	dg.4DFC/c591e78a-4cb3-11ee-8896-0bdeeaf85dc1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5920b34-4cb3-11ee-ab5a-e3ec63132b63	dg.4DFC/c5920b34-4cb3-11ee-ab5a-e3ec63132b63	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59230a0-4cb3-11ee-9feb-73a63e78e933	dg.4DFC/c59230a0-4cb3-11ee-9feb-73a63e78e933	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59252ba-4cb3-11ee-804b-536838404a2e	dg.4DFC/c59252ba-4cb3-11ee-804b-536838404a2e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59277c2-4cb3-11ee-8c05-cf1f0ed1f4ed	dg.4DFC/c59277c2-4cb3-11ee-8c05-cf1f0ed1f4ed	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c592a29c-4cb3-11ee-9af3-bb8a5f969638	dg.4DFC/c592a29c-4cb3-11ee-9af3-bb8a5f969638	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c592c4e8-4cb3-11ee-a99c-771fd64f8e93	dg.4DFC/c592c4e8-4cb3-11ee-a99c-771fd64f8e93	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c592e75c-4cb3-11ee-9149-5b9ebdc63ca8	dg.4DFC/c592e75c-4cb3-11ee-9149-5b9ebdc63ca8	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c593093a-4cb3-11ee-a6fc-1fc6fa0eb3eb	dg.4DFC/c593093a-4cb3-11ee-a6fc-1fc6fa0eb3eb	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5933360-4cb3-11ee-87f3-4f1d2b43682a	dg.4DFC/c5933360-4cb3-11ee-87f3-4f1d2b43682a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5935534-4cb3-11ee-9315-af2abeba2ec2	dg.4DFC/c5935534-4cb3-11ee-9315-af2abeba2ec2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5937834-4cb3-11ee-81b6-13eeb2f6c17a	dg.4DFC/c5937834-4cb3-11ee-81b6-13eeb2f6c17a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5939a58-4cb3-11ee-b822-f3b4b2b2e423	dg.4DFC/c5939a58-4cb3-11ee-b822-f3b4b2b2e423	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c593c1cc-4cb3-11ee-8657-cfb046f1ba2f	dg.4DFC/c593c1cc-4cb3-11ee-8657-cfb046f1ba2f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c593ebc0-4cb3-11ee-bbcc-37767f7f582e	dg.4DFC/c593ebc0-4cb3-11ee-bbcc-37767f7f582e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5940dda-4cb3-11ee-a546-e301dde73653	dg.4DFC/c5940dda-4cb3-11ee-a546-e301dde73653	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59430d0-4cb3-11ee-85d9-679429784548	dg.4DFC/c59430d0-4cb3-11ee-85d9-679429784548	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5945646-4cb3-11ee-8ffe-172611963efd	dg.4DFC/c5945646-4cb3-11ee-8ffe-172611963efd	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59479aa-4cb3-11ee-a85a-4f43048f128a	dg.4DFC/c59479aa-4cb3-11ee-a85a-4f43048f128a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5949bf6-4cb3-11ee-ad0d-2f5e2c0a5ffb	dg.4DFC/c5949bf6-4cb3-11ee-ad0d-2f5e2c0a5ffb	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c594c14e-4cb3-11ee-baf2-2fd46f366af6	dg.4DFC/c594c14e-4cb3-11ee-baf2-2fd46f366af6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c594e660-4cb3-11ee-9f39-db5ec9f1fd22	dg.4DFC/c594e660-4cb3-11ee-9f39-db5ec9f1fd22	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59509e2-4cb3-11ee-a8a6-372fb8221204	dg.4DFC/c59509e2-4cb3-11ee-a8a6-372fb8221204	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5952bca-4cb3-11ee-9189-5ff6b589cad2	dg.4DFC/c5952bca-4cb3-11ee-9189-5ff6b589cad2	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c595528a-4cb3-11ee-888a-1bc528a7aeab	dg.4DFC/c595528a-4cb3-11ee-888a-1bc528a7aeab	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59578fa-4cb3-11ee-a140-3b79272ef7bb	dg.4DFC/c59578fa-4cb3-11ee-a140-3b79272ef7bb	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5959cae-4cb3-11ee-8904-5f72e94f402f	dg.4DFC/c5959cae-4cb3-11ee-8904-5f72e94f402f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c595bf54-4cb3-11ee-8890-cf6151a254ad	dg.4DFC/c595bf54-4cb3-11ee-8890-cf6151a254ad	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c595e4f2-4cb3-11ee-b8b2-13ccfe42dd4a	dg.4DFC/c595e4f2-4cb3-11ee-b8b2-13ccfe42dd4a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5960720-4cb3-11ee-9361-177d8068c3ae	dg.4DFC/c5960720-4cb3-11ee-9361-177d8068c3ae	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59629d0-4cb3-11ee-97eb-a3b7f9e82c65	dg.4DFC/c59629d0-4cb3-11ee-97eb-a3b7f9e82c65	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5965004-4cb3-11ee-81ff-3b93eaef99ca	dg.4DFC/c5965004-4cb3-11ee-81ff-3b93eaef99ca	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59675ac-4cb3-11ee-abc9-9f0037531087	dg.4DFC/c59675ac-4cb3-11ee-abc9-9f0037531087	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c596982a-4cb3-11ee-84c2-2f8a689c142f	dg.4DFC/c596982a-4cb3-11ee-84c2-2f8a689c142f	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c596b9d6-4cb3-11ee-a34a-072e566001e9	dg.4DFC/c596b9d6-4cb3-11ee-a34a-072e566001e9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c596dd12-4cb3-11ee-bb14-b31ede897064	dg.4DFC/c596dd12-4cb3-11ee-bb14-b31ede897064	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5970346-4cb3-11ee-a308-7ff73e37e1e7	dg.4DFC/c5970346-4cb3-11ee-a308-7ff73e37e1e7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5972542-4cb3-11ee-bed4-53379a10f8ee	dg.4DFC/c5972542-4cb3-11ee-bed4-53379a10f8ee	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59747fc-4cb3-11ee-ba97-07271b970125	dg.4DFC/c59747fc-4cb3-11ee-ba97-07271b970125	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5976a98-4cb3-11ee-b23e-77be595893ef	dg.4DFC/c5976a98-4cb3-11ee-b23e-77be595893ef	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5979342-4cb3-11ee-bb8b-0ff007c4829e	dg.4DFC/c5979342-4cb3-11ee-bb8b-0ff007c4829e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c597b872-4cb3-11ee-ae19-7fff9af98126	dg.4DFC/c597b872-4cb3-11ee-ae19-7fff9af98126	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c597da78-4cb3-11ee-8543-87b2458c0745	dg.4DFC/c597da78-4cb3-11ee-8543-87b2458c0745	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c598011a-4cb3-11ee-b592-476783620206	dg.4DFC/c598011a-4cb3-11ee-b592-476783620206	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5982546-4cb3-11ee-b79a-af76c6643624	dg.4DFC/c5982546-4cb3-11ee-b79a-af76c6643624	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5984774-4cb3-11ee-b837-d7eb65baff92	dg.4DFC/c5984774-4cb3-11ee-b837-d7eb65baff92	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5986948-4cb3-11ee-84b4-67c01914d731	dg.4DFC/c5986948-4cb3-11ee-84b4-67c01914d731	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5988f18-4cb3-11ee-8854-47a41b8212ea	dg.4DFC/c5988f18-4cb3-11ee-8854-47a41b8212ea	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c598b272-4cb3-11ee-be63-c36cccb6821b	dg.4DFC/c598b272-4cb3-11ee-be63-c36cccb6821b	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c598d518-4cb3-11ee-91e9-67051dd4ba51	dg.4DFC/c598d518-4cb3-11ee-91e9-67051dd4ba51	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c598f7c8-4cb3-11ee-b832-431f4520568a	dg.4DFC/c598f7c8-4cb3-11ee-b832-431f4520568a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5991d0c-4cb3-11ee-a125-ff8b8b993356	dg.4DFC/c5991d0c-4cb3-11ee-a125-ff8b8b993356	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5994570-4cb3-11ee-9c10-73e34a744905	dg.4DFC/c5994570-4cb3-11ee-9c10-73e34a744905	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c599678a-4cb3-11ee-88f3-e3d07e1898a8	dg.4DFC/c599678a-4cb3-11ee-88f3-e3d07e1898a8	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c5998940-4cb3-11ee-b3de-93eb40e19671	dg.4DFC/c5998940-4cb3-11ee-b3de-93eb40e19671	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c599ae8e-4cb3-11ee-9eff-fbdd9401f3c5	dg.4DFC/c599ae8e-4cb3-11ee-9eff-fbdd9401f3c5	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c599d10c-4cb3-11ee-a06d-c73d7da4f86c	dg.4DFC/c599d10c-4cb3-11ee-a06d-c73d7da4f86c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c599f376-4cb3-11ee-8b62-c776fddf6fe6	dg.4DFC/c599f376-4cb3-11ee-8b62-c776fddf6fe6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59a18b0-4cb3-11ee-be82-1b235be62db0	dg.4DFC/c59a18b0-4cb3-11ee-be82-1b235be62db0	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59a3eb2-4cb3-11ee-b8a9-f36b0b92830a	dg.4DFC/c59a3eb2-4cb3-11ee-b8a9-f36b0b92830a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59a60b8-4cb3-11ee-88ed-e76f0b5ddb40	dg.4DFC/c59a60b8-4cb3-11ee-88ed-e76f0b5ddb40	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59a8610-4cb3-11ee-b005-3ffb667b4457	dg.4DFC/c59a8610-4cb3-11ee-b005-3ffb667b4457	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59aac6c-4cb3-11ee-bfc5-cf4caff1db16	dg.4DFC/c59aac6c-4cb3-11ee-bfc5-cf4caff1db16	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59ad14c-4cb3-11ee-94af-6fa1aa854bc9	dg.4DFC/c59ad14c-4cb3-11ee-94af-6fa1aa854bc9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59af352-4cb3-11ee-907c-6feefde322f9	dg.4DFC/c59af352-4cb3-11ee-907c-6feefde322f9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59b16ac-4cb3-11ee-801a-b7d15153d8e4	dg.4DFC/c59b16ac-4cb3-11ee-801a-b7d15153d8e4	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59b3cae-4cb3-11ee-93c6-433976e59a26	dg.4DFC/c59b3cae-4cb3-11ee-93c6-433976e59a26	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59b5f72-4cb3-11ee-b0ab-0ba0a863ccb1	dg.4DFC/c59b5f72-4cb3-11ee-b0ab-0ba0a863ccb1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59b8132-4cb3-11ee-8a28-877cb87cb777	dg.4DFC/c59b8132-4cb3-11ee-8a28-877cb87cb777	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59ba770-4cb3-11ee-a956-675bb2647f90	dg.4DFC/c59ba770-4cb3-11ee-a956-675bb2647f90	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59bcfe8-4cb3-11ee-b455-f715f6577d25	dg.4DFC/c59bcfe8-4cb3-11ee-b455-f715f6577d25	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59bf2d4-4cb3-11ee-9195-870ed94c4e60	dg.4DFC/c59bf2d4-4cb3-11ee-9195-870ed94c4e60	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59c1494-4cb3-11ee-b827-bba8e7f9474d	dg.4DFC/c59c1494-4cb3-11ee-b827-bba8e7f9474d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59c364a-4cb3-11ee-b959-a766c941d757	dg.4DFC/c59c364a-4cb3-11ee-b959-a766c941d757	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59c5e5e-4cb3-11ee-bd10-0f1aa492682d	dg.4DFC/c59c5e5e-4cb3-11ee-bd10-0f1aa492682d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59c8046-4cb3-11ee-8da1-f7deb458a638	dg.4DFC/c59c8046-4cb3-11ee-8da1-f7deb458a638	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59ca274-4cb3-11ee-8bef-9b445bea8a60	dg.4DFC/c59ca274-4cb3-11ee-8bef-9b445bea8a60	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59cc3e4-4cb3-11ee-af85-fba43904c4e0	dg.4DFC/c59cc3e4-4cb3-11ee-af85-fba43904c4e0	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59ce96e-4cb3-11ee-acf9-7bd9c3d8b6e6	dg.4DFC/c59ce96e-4cb3-11ee-acf9-7bd9c3d8b6e6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59d0e62-4cb3-11ee-bbdd-dfc0010af1d1	dg.4DFC/c59d0e62-4cb3-11ee-bbdd-dfc0010af1d1	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59d346e-4cb3-11ee-90e2-7b3083d9b31e	dg.4DFC/c59d346e-4cb3-11ee-90e2-7b3083d9b31e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59d5a84-4cb3-11ee-9b7a-139ddc593c8d	dg.4DFC/c59d5a84-4cb3-11ee-9b7a-139ddc593c8d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
Not specified in data	ATAC-seq	Genomic Single Cell	genomic_info	dg.4DFC/c59d7d2a-4cb3-11ee-8b84-471cf0aa7dee	dg.4DFC/c59d7d2a-4cb3-11ee-8b84-471cf0aa7dee	Not specified in data	Not specified in data	Not specified in data	Not specified in data
